student_id,student_name,email_id,password,std,math_grade,english_grade,science_grade,history_grade,overall_grade,assignment_completion,engagement_score,math_lec_present,science_lec_present,history_lec_present,english_lec_present,attendance_ratio,login_frequency_per_week,average_session_duration_minutes,learning_style,content_type_preference,completed_lessons,practice_tests_taken,lms_test_scores,teacher_comments_summary,risk_score,is_at_risk,suggestions_required
S2271,Scott Smith,scott.smith5900@gmail.com,p2271,10,83,45,81,82,72.75,0.79,0.3,12,11,5,12,0.5,4,48,Kinesthetic,Videos,13,6,62,Needs improvement in basics,66.68,1,Yes
S2272,Susan Harris,susan.harris1801@gmail.com,p2272,9,44,65,96,94,74.75,0.82,0.47,19,8,18,9,0.68,4,74,Kinesthetic,Interactive,17,5,36,Needs improvement in basics,60.2,1,Yes
S2273,Haley Anderson,haley.anderson5826@yahoo.com,p2273,11,45,66,55,42,52,0.92,0.79,1,3,10,5,0.24,6,62,Kinesthetic,Videos,4,1,32,Lacks focus,44.49,0,No
S2274,Debra Moore,debra.moore735@yahoo.com,p2274,10,65,47,74,74,65,0.61,0.37,14,19,8,9,0.62,5,63,Kinesthetic,Mixed,14,4,49,Needs improvement in basics,71.78,1,Yes
S2275,Sarah Hill,sarah.hill5442@edu.in,p2275,9,93,58,69,99,79.75,0.86,0.94,4,14,1,13,0.4,3,30,Reading/Writing,Videos,15,2,34,Lacks focus,24.48,0,No
S2276,Diamond Wright,diamond.wright1745@edu.in,p2276,11,43,99,49,97,72,0.74,0.45,5,9,15,16,0.56,4,26,Reading/Writing,Texts,7,4,96,Needs improvement in basics,64.81,1,Yes
S2277,Nathan Mckee,nathan.mckee1625@gmail.com,p2277,9,58,81,77,51,66.75,0.93,0.44,1,3,3,10,0.21,5,44,Kinesthetic,Interactive,7,8,67,Lacks focus,36.99,0,No
S2278,Gabriel Sanders,gabriel.sanders3647@outlook.com,p2278,11,59,40,57,63,54.75,0.72,0.43,1,4,15,16,0.45,4,89,Reading/Writing,Videos,6,7,85,Needs improvement in basics,71.18,1,Yes
S2279,Kevin Lyons,kevin.lyons7313@yahoo.com,p2279,10,72,96,89,44,75.25,0.71,0.31,6,4,14,14,0.48,2,15,Visual,Videos,5,8,52,Lacks focus,40.65,0,No
S2280,Jim Rios,jim.rios6418@outlook.com,p2280,10,59,68,44,59,57.5,0.75,0.84,5,11,1,2,0.24,1,13,Auditory,Mixed,6,8,31,Falling behind in multiple areas,67.09,1,Yes
S2281,Jane Smith,jane.smith9653@edu.in,p2281,10,88,84,92,78,85.5,0.85,0.91,2,19,8,19,0.6,5,16,Auditory,Interactive,18,7,50,Good participation,12.6,0,No
S2282,Thomas Anderson,thomas.anderson5661@yahoo.com,p2282,9,51,88,68,78,71.25,0.98,0.73,5,16,7,11,0.49,4,30,Visual,Videos,0,7,43,Falling behind in multiple areas,60.16,1,Yes
S2283,Jeremy Frazier,jeremy.frazier7919@gmail.com,p2283,12,86,74,78,52,72.5,0.44,0.43,9,17,9,19,0.68,1,42,Auditory,Mixed,12,5,91,Needs improvement in basics,66.47,1,Yes
S2284,Albert Dominguez,albert.dominguez4850@gmail.com,p2284,9,40,79,99,80,74.5,0.43,0.5,19,10,18,11,0.72,3,7,Visual,Interactive,6,5,40,Falling behind in multiple areas,71.68,1,Yes
S2285,Lisa Mcneil,lisa.mcneil1416@edu.in,p2285,10,65,53,73,96,71.75,0.96,0.63,15,17,12,14,0.72,4,19,Visual,Videos,0,5,33,Needs improvement in basics,62.35,1,Yes
S2286,Robert Anderson,robert.anderson2331@gmail.com,p2286,11,53,74,82,92,75.25,0.72,0.97,13,16,8,15,0.65,5,51,Auditory,Videos,9,9,76,Shows initiative,15.93,0,No
S2287,Chad Reyes,chad.reyes5120@outlook.com,p2287,12,77,87,84,84,83,0.77,0.47,12,20,8,7,0.59,2,9,Visual,Interactive,12,5,49,Falling behind in multiple areas,61.24,1,Yes
S2288,Jessica Garcia,jessica.garcia7470@outlook.com,p2288,9,76,84,62,51,68.25,0.69,0.81,5,6,6,15,0.4,1,58,Auditory,Texts,3,8,81,Can do better with more effort,29.88,0,No
S2289,Lawrence Ibarra,lawrence.ibarra8547@yahoo.com,p2289,9,50,59,44,52,51.25,0.46,0.61,2,7,3,8,0.25,1,28,Kinesthetic,Interactive,6,9,45,Falling behind in multiple areas,77.92,1,Yes
S2290,Derrick Ayala,derrick.ayala5716@edu.in,p2290,11,75,95,69,95,83.5,0.86,0.51,4,14,2,4,0.3,2,15,Auditory,Interactive,5,0,74,Good participation,38.6,0,No
S2291,Karen Anderson,karen.anderson1609@edu.in,p2291,11,52,88,45,49,58.5,0.85,0.62,18,11,14,18,0.76,5,37,Auditory,Texts,5,9,37,Falling behind in multiple areas,61.31,1,Yes
S2292,Victoria Thomas,victoria.thomas7422@edu.in,p2292,10,82,52,95,72,75.25,0.59,0.35,10,12,8,14,0.55,6,78,Kinesthetic,Videos,10,5,91,Falling behind in multiple areas,67.53,1,Yes
S2293,Alyssa Smith,alyssa.smith1110@outlook.com,p2293,9,42,77,97,96,78,0.58,0.86,13,14,6,18,0.64,3,61,Auditory,Interactive,8,7,50,Good participation,25.94,0,No
S2294,Debra Alexander,debra.alexander742@outlook.com,p2294,11,72,88,85,79,81,0.9,0.47,12,5,4,4,0.31,6,56,Visual,Texts,6,0,93,Falling behind in multiple areas,66.96,1,Yes
S2295,Jennifer Fuller,jennifer.fuller380@gmail.com,p2295,11,45,85,83,93,76.5,0.44,0.81,2,5,5,2,0.18,2,68,Reading/Writing,Texts,8,5,59,Can do better with more effort,38.48,0,No
S2296,Edward Jenkins,edward.jenkins1801@outlook.com,p2296,12,89,88,43,55,68.75,0.93,0.35,15,20,13,6,0.68,3,47,Kinesthetic,Mixed,5,8,65,Falling behind in multiple areas,62.9,1,Yes
S2297,Glenda Heath,glenda.heath4006@yahoo.com,p2297,10,95,47,68,84,73.5,0.55,0.97,14,15,9,11,0.61,5,85,Auditory,Videos,18,5,34,Falling behind in multiple areas,54.11,0,No
S2298,Christopher Garcia,christopher.garcia9052@yahoo.com,p2298,10,49,82,62,74,66.75,0.76,0.44,10,1,13,1,0.31,4,48,Kinesthetic,Interactive,13,1,67,Needs improvement in basics,72.89,1,Yes
S2299,Karen Lawrence,karen.lawrence5432@yahoo.com,p2299,9,44,59,45,42,47.5,0.96,0.92,8,9,9,15,0.51,4,40,Kinesthetic,Texts,0,0,48,Lacks focus,39.06,0,No
S2300,Patrick Richmond,patrick.richmond7580@edu.in,p2300,11,62,99,71,95,81.75,0.81,0.87,15,3,16,12,0.57,6,16,Visual,Videos,15,3,56,Can do better with more effort,20.8,0,No
S2301,Leonard Taylor,leonard.taylor6646@yahoo.com,p2301,10,49,72,81,44,61.5,0.65,0.98,13,4,12,18,0.59,5,60,Visual,Mixed,8,5,42,Needs improvement in basics,60.04,1,Yes
S2302,Joshua Miller,joshua.miller3063@yahoo.com,p2302,9,83,65,57,65,67.5,0.81,0.63,8,16,2,5,0.39,3,7,Auditory,Interactive,14,9,38,Lacks focus,30.19,0,No
S2303,Angela Greene,angela.greene6491@edu.in,p2303,10,41,78,54,50,55.75,0.61,0.81,14,7,19,11,0.64,6,54,Auditory,Texts,18,9,46,Needs improvement in basics,56.66,0,No
S2304,Cathy Maxwell,cathy.maxwell3242@gmail.com,p2304,9,52,60,79,46,59.25,0.57,0.56,1,14,16,19,0.62,2,33,Kinesthetic,Mixed,9,8,73,Can do better with more effort,35.65,0,No
S2305,Hannah Abbott,hannah.abbott9712@edu.in,p2305,11,79,92,97,92,90,1,0.43,13,16,13,1,0.54,6,87,Kinesthetic,Mixed,15,4,74,Falling behind in multiple areas,53.29,0,No
S2306,Dominique Turner,dominique.turner6380@edu.in,p2306,10,41,88,71,95,73.75,0.85,0.61,8,18,5,17,0.6,5,81,Kinesthetic,Mixed,2,6,71,Can do better with more effort,30.52,0,No
S2307,April Hicks,april.hicks3529@gmail.com,p2307,9,59,81,48,49,59.25,0.79,0.42,18,16,6,8,0.6,5,20,Visual,Videos,18,5,80,Lacks focus,32.92,0,No
S2308,Julie Phillips,julie.phillips4570@yahoo.com,p2308,9,40,82,76,81,69.75,0.61,0.99,9,16,17,16,0.72,4,44,Kinesthetic,Interactive,12,5,87,Can do better with more effort,19.55,0,No
S2309,Brian Hurst,brian.hurst9469@gmail.com,p2309,11,76,93,49,91,77.25,0.43,0.37,13,2,17,11,0.54,2,31,Auditory,Interactive,13,8,87,Lacks focus,35.71,0,No
S2310,Stephanie Simpson,stephanie.simpson8806@gmail.com,p2310,10,48,80,59,73,65,0.42,0.71,3,10,17,19,0.61,4,74,Auditory,Interactive,6,4,59,Average progress,55.26,0,No
S2311,Daniel Porter,daniel.porter6003@yahoo.com,p2311,9,56,48,45,42,47.75,0.73,0.74,18,7,3,11,0.49,3,46,Reading/Writing,Texts,1,1,34,Lacks focus,48.36,0,No
S2312,Brittney Rice,brittney.rice3238@outlook.com,p2312,9,48,63,87,47,61.25,0.86,0.68,10,15,13,15,0.66,3,61,Kinesthetic,Mixed,13,7,37,Needs improvement in basics,58.29,0,No
S2313,Tiffany Hatfield,tiffany.hatfield1877@edu.in,p2313,9,50,76,95,70,72.75,0.72,0.76,5,9,12,8,0.42,1,14,Visual,Interactive,16,2,66,Can do better with more effort,29.8,0,No
S2314,Sarah Anderson,sarah.anderson8029@outlook.com,p2314,9,54,88,98,50,72.5,0.9,0.38,6,7,6,14,0.41,5,42,Reading/Writing,Texts,12,8,76,Needs improvement in basics,60.96,1,Yes
S2315,Michelle Carroll,michelle.carroll9790@outlook.com,p2315,10,63,80,42,84,67.25,0.42,0.69,8,16,13,1,0.48,2,12,Visual,Texts,1,4,74,Can do better with more effort,43.15,0,No
S2316,Michael Vega,michael.vega6441@edu.in,p2316,12,77,56,81,46,65,0.62,0.5,7,3,14,10,0.42,2,22,Visual,Interactive,4,0,34,Falling behind in multiple areas,81.82,1,Yes
S2317,Kathryn Best,kathryn.best5710@gmail.com,p2317,10,94,63,50,84,72.75,0.54,0.96,18,17,7,7,0.61,4,21,Kinesthetic,Texts,3,3,92,Consistent performance,28.49,0,No
S2318,Kaylee Smith,kaylee.smith7511@outlook.com,p2318,9,74,60,82,41,64.25,0.67,0.83,14,8,5,18,0.56,6,62,Kinesthetic,Mixed,2,8,76,Good participation,29.54,0,No
S2319,Carlos Baker,carlos.baker4883@yahoo.com,p2319,10,69,90,56,45,65,0.44,0.98,15,2,14,12,0.54,6,70,Kinesthetic,Texts,13,0,54,Can do better with more effort,35.24,0,No
S2320,Bill Brown,bill.brown2204@gmail.com,p2320,10,70,98,71,80,79.75,0.97,0.33,10,20,18,2,0.62,4,48,Reading/Writing,Interactive,10,7,79,Lacks focus,27.15,0,No
S2321,Kristina Hunter,kristina.hunter1941@outlook.com,p2321,11,88,78,43,71,70,0.53,0.5,12,3,4,18,0.46,6,88,Visual,Interactive,7,7,74,Can do better with more effort,39.06,0,No
S2322,Courtney Mason,courtney.mason5013@yahoo.com,p2322,11,44,94,43,59,60,0.95,0.44,7,8,1,7,0.29,2,78,Kinesthetic,Videos,8,8,59,Lacks focus,37.79,0,No
S2323,Robert Miles,robert.miles3009@gmail.com,p2323,9,99,80,56,96,82.75,0.66,0.31,7,2,7,20,0.45,4,13,Kinesthetic,Interactive,15,8,77,Falling behind in multiple areas,62.28,1,Yes
S2324,Christopher Herrera,christopher.herrera2326@outlook.com,p2324,12,83,78,80,73,78.5,0.99,0.47,11,19,20,12,0.78,6,52,Kinesthetic,Mixed,2,5,80,Falling behind in multiple areas,57.28,0,No
S2325,Christina Ramirez,christina.ramirez6862@edu.in,p2325,11,89,52,58,89,72,0.73,0.78,13,17,13,20,0.79,1,43,Kinesthetic,Texts,9,4,84,Excellent progress,23.59,0,No
S2326,Kyle Dixon,kyle.dixon9427@yahoo.com,p2326,10,53,50,44,55,50.5,0.96,0.46,15,5,4,14,0.48,5,10,Auditory,Mixed,0,6,84,Falling behind in multiple areas,70.62,1,Yes
S2327,James Morton,james.morton6941@edu.in,p2327,9,92,85,71,64,78,0.4,0.66,18,20,13,10,0.76,1,34,Visual,Mixed,8,8,75,Average progress,44.16,0,No
S2328,Amanda Myers,amanda.myers7983@yahoo.com,p2328,12,95,58,61,51,66.25,0.85,0.92,7,17,4,9,0.46,6,78,Visual,Videos,15,4,60,Average progress,38.69,0,No
S2329,Cynthia Davenport,cynthia.davenport9101@yahoo.com,p2329,11,50,50,95,46,60.25,0.94,0.79,6,10,3,15,0.42,3,22,Kinesthetic,Texts,8,2,63,Average progress,47.7,0,No
S2330,Erin Jones,erin.jones8032@yahoo.com,p2330,9,48,52,45,78,55.75,0.48,0.58,11,9,8,20,0.6,2,47,Reading/Writing,Mixed,11,8,97,Can do better with more effort,34.98,0,No
S2331,Holly Blair,holly.blair2308@outlook.com,p2331,12,73,85,74,56,72,0.46,0.56,8,6,20,10,0.55,1,37,Visual,Interactive,0,9,62,Good participation,39.75,0,No
S2332,Meghan Brown,meghan.brown5164@yahoo.com,p2332,9,51,84,61,84,70,0.65,0.62,20,11,8,19,0.72,1,57,Reading/Writing,Interactive,15,0,85,Good participation,31.62,0,No
S2333,Christopher Hamilton,christopher.hamilton888@edu.in,p2333,12,74,40,40,50,51,0.96,0.42,1,2,17,19,0.49,4,60,Kinesthetic,Mixed,7,0,87,Falling behind in multiple areas,73.49,1,Yes
S2334,Shawn Lynch,shawn.lynch167@outlook.com,p2334,11,74,79,59,45,64.25,0.73,0.74,8,12,15,12,0.59,4,23,Kinesthetic,Interactive,13,9,86,Good participation,22.71,0,No
S2335,Kyle Harmon,kyle.harmon2246@edu.in,p2335,10,40,83,61,62,61.5,0.72,0.55,8,12,4,12,0.45,4,73,Visual,Mixed,13,3,46,Needs improvement in basics,70.55,1,Yes
S2336,Joy Wilson,joy.wilson6300@yahoo.com,p2336,10,79,58,87,66,72.5,0.48,0.9,19,16,6,9,0.62,6,30,Kinesthetic,Mixed,9,1,40,Falling behind in multiple areas,65.28,1,Yes
S2337,Jean Miles,jean.miles6713@edu.in,p2337,11,61,51,94,85,72.75,0.4,0.83,3,12,6,20,0.51,3,33,Reading/Writing,Mixed,0,6,46,Lacks focus,39.14,0,No
S2338,Frank Benton,frank.benton6819@edu.in,p2338,11,99,47,50,45,60.25,0.89,0.73,5,18,10,4,0.46,1,28,Kinesthetic,Mixed,5,1,39,Falling behind in multiple areas,69.54,1,Yes
S2339,Alexandra Logan,alexandra.logan8016@edu.in,p2339,11,68,47,52,77,61,0.45,0.55,3,13,4,1,0.26,5,10,Kinesthetic,Mixed,8,6,55,Average progress,62.51,1,Yes
S2340,Jennifer Jackson,jennifer.jackson1364@yahoo.com,p2340,12,47,92,98,41,69.5,0.78,0.45,15,15,9,16,0.69,4,58,Visual,Videos,18,7,35,Falling behind in multiple areas,60.49,1,Yes
S2341,David Norman,david.norman3623@gmail.com,p2341,12,50,84,81,61,69,0.95,0.84,14,16,16,1,0.59,3,43,Auditory,Videos,15,7,45,Needs improvement in basics,49.49,0,No
S2342,Joseph Tanner,joseph.tanner545@outlook.com,p2342,12,80,51,42,59,58,0.53,0.64,15,4,7,13,0.49,6,8,Reading/Writing,Mixed,18,2,33,Needs improvement in basics,72.39,1,Yes
S2343,Kelsey Johnson,kelsey.johnson3693@outlook.com,p2343,12,76,87,48,64,68.75,0.8,0.46,17,12,14,3,0.57,3,62,Auditory,Videos,10,8,91,Lacks focus,29.15,0,No
S2344,Lindsay Nelson,lindsay.nelson2765@outlook.com,p2344,12,53,72,99,54,69.5,0.45,0.44,18,17,6,12,0.66,4,52,Kinesthetic,Texts,10,9,93,Lacks focus,33.91,0,No
S2345,Caleb Joseph,caleb.joseph9277@edu.in,p2345,12,99,84,51,99,83.25,0.76,0.42,2,1,1,9,0.16,2,64,Reading/Writing,Interactive,13,9,85,Needs improvement in basics,60.89,1,Yes
S2346,Barbara Jones,barbara.jones9016@edu.in,p2346,12,69,65,62,88,71,0.5,0.84,12,18,18,4,0.65,1,30,Kinesthetic,Texts,6,9,52,Can do better with more effort,28.75,0,No
S2347,Spencer Ward,spencer.ward9393@gmail.com,p2347,11,74,78,53,68,68.25,0.84,0.46,16,16,12,2,0.57,4,83,Auditory,Interactive,11,5,62,Falling behind in multiple areas,63.9,1,Yes
S2348,Victor Bradley,victor.bradley4399@gmail.com,p2348,12,60,67,72,47,61.5,0.58,0.67,4,1,15,9,0.36,5,81,Auditory,Texts,19,3,60,Average progress,52.26,0,No
S2349,Michael Scott,michael.scott8890@outlook.com,p2349,9,76,97,57,76,76.5,0.68,0.62,2,10,1,20,0.41,1,44,Reading/Writing,Interactive,19,7,36,Falling behind in multiple areas,59.66,0,No
S2350,Dakota Berry,dakota.berry7241@gmail.com,p2350,12,44,44,88,88,66,0.76,0.71,14,19,15,13,0.76,3,81,Kinesthetic,Videos,4,3,34,Lacks focus,35.41,0,No
S2351,Jennifer Perez,jennifer.perez6975@yahoo.com,p2351,10,58,47,98,91,73.5,0.5,0.91,11,16,15,14,0.7,5,60,Auditory,Mixed,0,3,66,Good participation,33.1,0,No
S2352,William Williams,william.williams4065@gmail.com,p2352,10,98,64,80,72,78.5,0.84,0.91,13,14,16,3,0.57,1,43,Reading/Writing,Texts,10,7,30,Falling behind in multiple areas,51.28,0,No
S2353,Michelle Sanchez,michelle.sanchez538@outlook.com,p2353,11,53,66,48,61,57,0.58,0.62,7,2,1,18,0.35,5,85,Kinesthetic,Mixed,14,3,99,Good participation,38.65,0,No
S2354,Thomas Reyes,thomas.reyes4315@edu.in,p2354,10,65,85,62,89,75.25,0.8,0.31,10,6,3,9,0.35,3,43,Kinesthetic,Videos,9,0,74,Needs improvement in basics,74.53,1,Yes
S2355,Edward Velazquez,edward.velazquez1435@outlook.com,p2355,10,43,62,49,86,60,0.49,0.6,1,5,12,15,0.41,4,52,Reading/Writing,Mixed,14,5,76,Good participation,39.41,0,No
S2356,Meredith Tran,meredith.tran1933@edu.in,p2356,10,64,69,58,44,58.75,0.81,0.72,4,12,7,10,0.41,5,29,Kinesthetic,Mixed,12,7,97,Can do better with more effort,27.29,0,No
S2357,Robin Yang,robin.yang3448@yahoo.com,p2357,11,84,84,86,78,83,0.48,0.69,18,4,5,17,0.55,4,38,Auditory,Videos,14,2,59,Good participation,33.1,0,No
S2358,Robert Morris,robert.morris7025@outlook.com,p2358,11,81,86,44,57,67,0.66,0.76,6,4,1,13,0.3,3,25,Auditory,Videos,1,1,89,Good participation,40.8,0,No
S2359,Robert Cortez,robert.cortez2291@yahoo.com,p2359,12,64,62,86,77,72.25,0.55,0.41,2,5,1,1,0.11,3,29,Reading/Writing,Videos,12,5,53,Needs improvement in basics,77.09,1,Yes
S2360,Joseph Miller,joseph.miller3400@yahoo.com,p2360,10,57,88,91,93,82.25,0.85,0.75,3,7,15,11,0.45,5,26,Visual,Interactive,11,0,60,Average progress,44.32,0,No
S2361,Nathan Shaw,nathan.shaw9350@gmail.com,p2361,12,79,86,62,92,79.75,0.56,0.43,14,6,8,5,0.41,5,27,Kinesthetic,Videos,3,4,57,Needs improvement in basics,74.74,1,Yes
S2362,Rachel White,rachel.white8730@outlook.com,p2362,11,47,59,69,76,62.75,0.93,0.83,8,13,11,9,0.51,3,29,Auditory,Interactive,11,5,74,Can do better with more effort,24.24,0,No
S2363,Linda Jarvis,linda.jarvis9788@outlook.com,p2363,12,78,57,64,69,67,0.94,0.54,16,4,14,7,0.51,5,82,Auditory,Videos,14,7,33,Needs improvement in basics,60.61,1,Yes
S2364,Stephanie Jones,stephanie.jones5312@yahoo.com,p2364,12,79,57,67,90,73.25,0.52,0.8,19,13,13,7,0.65,5,82,Auditory,Interactive,12,6,90,Excellent progress,24.88,0,No
S2365,Steven Campbell,steven.campbell4750@outlook.com,p2365,10,53,41,73,70,59.25,0.77,0.33,18,4,19,2,0.54,5,30,Auditory,Mixed,1,5,68,Falling behind in multiple areas,76.21,1,Yes
S2366,Megan Murphy,megan.murphy8438@outlook.com,p2366,11,71,43,84,49,61.75,0.45,0.59,6,10,12,19,0.59,6,34,Kinesthetic,Interactive,19,1,53,Can do better with more effort,41.11,0,No
S2367,Angela Smith,angela.smith2231@gmail.com,p2367,10,90,69,95,54,77,0.63,0.79,14,20,19,20,0.91,5,42,Visual,Videos,15,7,75,Excellent progress,16.86,0,No
S2368,James Elliott,james.elliott981@edu.in,p2368,12,77,72,87,81,79.25,0.83,0.46,3,1,4,18,0.32,1,38,Kinesthetic,Videos,13,7,82,Falling behind in multiple areas,59.55,0,No
S2369,Kevin Dean,kevin.dean2088@outlook.com,p2369,11,72,75,86,98,82.75,0.8,0.86,16,8,4,10,0.48,3,81,Kinesthetic,Videos,1,4,77,Excellent progress,26.35,0,No
S2370,Steven Vargas,steven.vargas4100@yahoo.com,p2370,12,62,57,64,87,67.5,0.77,0.74,1,7,3,5,0.2,3,77,Reading/Writing,Texts,16,2,38,Lacks focus,37.05,0,No
S2371,Trevor Barton,trevor.barton5287@yahoo.com,p2371,12,54,76,49,83,65.5,0.57,0.71,12,5,6,16,0.49,2,19,Auditory,Texts,15,7,51,Average progress,47.29,0,No
S2372,James Mccullough,james.mccullough6444@yahoo.com,p2372,10,72,58,53,57,60,0.63,0.55,14,3,5,5,0.34,4,48,Auditory,Mixed,3,4,31,Falling behind in multiple areas,79.99,1,Yes
S2373,Kathleen Sanchez,kathleen.sanchez2339@edu.in,p2373,11,64,86,81,62,73.25,0.46,0.64,19,15,11,15,0.75,2,14,Visual,Texts,10,2,45,Falling behind in multiple areas,68.08,1,Yes
S2374,Adam Ortiz,adam.ortiz6796@outlook.com,p2374,11,56,67,96,72,72.75,0.83,0.72,19,17,9,16,0.76,5,41,Visual,Texts,12,8,34,Falling behind in multiple areas,52.74,0,No
S2375,Jesse Reed,jesse.reed7415@edu.in,p2375,10,72,79,85,55,72.75,0.7,0.63,9,13,3,4,0.36,5,11,Reading/Writing,Texts,5,8,41,Needs improvement in basics,66.39,1,Yes
S2376,Mary Wiley,mary.wiley1535@gmail.com,p2376,9,86,59,97,93,83.75,0.83,0.79,7,15,9,14,0.56,1,36,Reading/Writing,Interactive,16,6,81,Excellent progress,15.99,0,No
S2377,Stephanie Smith,stephanie.smith8457@edu.in,p2377,10,94,88,69,77,82,0.55,0.6,14,19,12,17,0.78,1,15,Reading/Writing,Interactive,0,7,55,Can do better with more effort,33.28,0,No
S2378,Diane Sweeney,diane.sweeney6056@outlook.com,p2378,10,41,72,94,74,70.25,0.59,0.44,5,20,3,17,0.56,1,52,Auditory,Videos,8,4,44,Needs improvement in basics,73.29,1,Yes
S2379,Jessica Garcia,jessica.garcia8006@edu.in,p2379,9,53,51,80,73,64.25,0.6,0.45,18,14,20,16,0.85,1,72,Auditory,Mixed,17,4,96,Falling behind in multiple areas,60.62,1,Yes
S2380,Alyssa Allen,alyssa.allen9544@outlook.com,p2380,11,92,97,64,67,80,0.42,0.3,9,13,17,9,0.6,1,52,Visual,Texts,10,4,88,Needs improvement in basics,71.3,1,Yes
S2381,Travis Brown,travis.brown1536@gmail.com,p2381,9,79,90,53,41,65.75,0.6,0.51,7,12,12,2,0.41,1,49,Visual,Videos,13,1,68,Can do better with more effort,43.04,0,No
S2382,Wendy Dawson,wendy.dawson5879@edu.in,p2382,12,79,54,74,69,69,0.88,0.82,9,9,18,11,0.59,1,37,Reading/Writing,Videos,1,2,92,Average progress,43.69,0,No
S2383,Christopher Morse,christopher.morse8766@gmail.com,p2383,12,90,80,91,52,78.25,0.94,0.86,4,3,4,15,0.32,1,8,Kinesthetic,Videos,19,7,54,Average progress,32.45,0,No
S2384,Phyllis Meyer,phyllis.meyer3578@edu.in,p2384,10,78,78,87,80,80.75,0.71,0.44,17,11,10,3,0.51,6,51,Visual,Texts,10,5,70,Falling behind in multiple areas,63.89,1,Yes
S2385,Jaclyn Watson,jaclyn.watson3480@edu.in,p2385,12,90,41,73,55,64.75,0.67,0.97,12,10,18,16,0.7,1,57,Auditory,Videos,1,8,57,Can do better with more effort,26.22,0,No
S2386,Terri Miller,terri.miller4409@edu.in,p2386,9,45,68,49,98,65,0.42,0.65,6,1,8,19,0.42,3,35,Visual,Videos,3,6,50,Average progress,59.98,0,No
S2387,Cody Anderson,cody.anderson4656@outlook.com,p2387,12,45,80,74,44,60.75,0.93,0.94,18,17,9,6,0.62,1,35,Auditory,Texts,12,5,90,Can do better with more effort,18.3,0,No
S2388,Lori Jones,lori.jones8977@outlook.com,p2388,11,42,49,50,94,58.75,0.41,0.79,8,13,19,14,0.68,4,31,Kinesthetic,Texts,5,3,86,Average progress,53.2,0,No
S2389,Ashley Graham,ashley.graham9285@yahoo.com,p2389,10,46,41,50,67,51,0.97,0.81,15,14,13,5,0.59,1,52,Reading/Writing,Videos,6,6,40,Lacks focus,31.24,0,No
S2390,Tamara Young,tamara.young5641@edu.in,p2390,10,90,90,60,92,83,0.69,0.36,3,1,6,5,0.19,6,40,Reading/Writing,Mixed,19,3,48,Lacks focus,40.19,0,No
S2391,Jose Edwards,jose.edwards762@gmail.com,p2391,11,47,50,60,78,58.75,0.61,0.45,2,2,7,6,0.21,5,53,Reading/Writing,Videos,2,6,30,Needs improvement in basics,83.74,1,Yes
S2392,Lauren Haynes,lauren.haynes7539@gmail.com,p2392,11,81,52,61,84,69.5,0.95,0.31,9,2,6,18,0.44,6,35,Visual,Mixed,3,4,61,Needs improvement in basics,72.24,1,Yes
S2393,Jill Stewart,jill.stewart2045@gmail.com,p2393,10,91,49,84,59,70.75,0.41,0.8,8,7,11,18,0.55,6,48,Reading/Writing,Mixed,19,1,63,Average progress,48.52,0,No
S2394,Joseph Jones,joseph.jones7240@yahoo.com,p2394,11,54,53,46,63,54,0.75,0.54,4,9,17,19,0.61,5,63,Auditory,Videos,2,6,46,Falling behind in multiple areas,72.51,1,Yes
S2395,James Chan,james.chan21@edu.in,p2395,12,86,57,94,66,75.75,0.73,0.85,2,4,19,2,0.34,1,27,Visual,Videos,0,7,84,Excellent progress,28.96,0,No
S2396,Brenda Moore,brenda.moore3324@edu.in,p2396,12,68,90,56,69,70.75,0.53,0.54,14,2,12,17,0.56,1,72,Visual,Interactive,18,9,48,Falling behind in multiple areas,61.44,1,Yes
S2397,Frank Owens,frank.owens4955@yahoo.com,p2397,12,72,93,41,97,75.75,0.66,0.87,2,19,13,1,0.44,5,46,Kinesthetic,Mixed,12,1,71,Shows initiative,29.66,0,No
S2398,Richard Herrera,richard.herrera4499@yahoo.com,p2398,12,91,48,51,84,68.5,0.79,0.39,2,5,18,9,0.42,4,46,Kinesthetic,Mixed,13,5,88,Lacks focus,35.22,0,No
S2399,Tami Clark,tami.clark5915@gmail.com,p2399,9,69,96,96,66,81.75,0.84,0.42,7,9,7,13,0.45,2,17,Visual,Texts,15,3,67,Lacks focus,32.23,0,No
S2400,Kyle Baker,kyle.baker1360@outlook.com,p2400,9,78,78,81,65,75.5,0.4,0.54,12,13,5,4,0.42,3,5,Visual,Texts,3,4,60,Good participation,45.98,0,No
S2401,David Moore,david.moore2721@outlook.com,p2401,9,66,67,57,46,59,0.96,0.59,6,12,16,5,0.49,5,80,Visual,Interactive,16,0,95,Good participation,31.54,0,No
S2402,Gina Mckenzie,gina.mckenzie6503@gmail.com,p2402,9,75,42,93,81,72.75,0.5,0.54,18,19,4,18,0.74,1,57,Visual,Mixed,9,5,98,Good participation,32.31,0,No
S2403,Heidi Williams,heidi.williams3846@outlook.com,p2403,12,68,59,98,86,77.75,0.54,0.83,4,9,1,10,0.3,3,44,Visual,Videos,6,7,79,Shows initiative,30.72,0,No
S2404,Mary Murphy,mary.murphy1504@edu.in,p2404,12,77,45,50,92,66,0.56,0.37,19,10,4,4,0.46,1,50,Auditory,Mixed,12,1,59,Lacks focus,47.91,0,No
